Broad_ID,CCLE_Name,Aliases,COSMIC_ID,Sanger ID,Primary Disease,Subtype Disease,Gender,Source
ACH-001425,CCLFPEDS0004T_SOFT_TISSUE,PEDS018T,,,Soft Tissue Sarcoma,malignant_peripheral_nerve_sheath_tumor,-1,
ACH-001433,CCLFPEDS0008T_SOFT_TISSUE,PEDS092T,,,Soft Tissue Sarcoma,Epitheliod sarcoma,-1,
ACH-001767,CCLFPEDS0018T_SOFT_TISSUE,PEDS172T,,,Fibroblast,,-1,
ACH-000519,PEER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PEER,,,Leukemia,lymphoid_neoplasm,Female,HSRRB
ACH-001630,PEO1_OVARY,PEO1,1480372,177,Ovarian Cancer,carcinoma,Female,
ACH-001170,PETA_SKIN,PETA,,,Skin Cancer,merkel,,
ACH-000804,NB1_AUTONOMIC_GANGLIA,,949179,127,Neuroblastoma,neuroblastoma,Male,
ACH-000140,PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Pfeiffer,,,Lymphoma,lymphoid_neoplasm,Male,ATCC
ACH-001711,PFSK1_CENTRAL_NERVOUS_SYSTEM,PFSK-1,683667,1682,Brain Cancer,,Male,
ACH-000307,PK1_PANCREAS,PK1,,,Pancreatic Cancer,adenocarcinoma,,RIKEN
ACH-000468,PK45H_PANCREAS,,,,Pancreatic Cancer,,,RIKEN
ACH-000205,PK59_PANCREAS,,,,Pancreatic Cancer,adenocarcinoma,,JCRB
ACH-000218,PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330991,698,Leukemia,,Male,DSMZ
ACH-001171,PL45_PANCREAS,,,,Pancreatic Cancer,adenocarcinoma,Male,
ACH-000034,PLB985_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PLB-985,,,Leukemia,,,
ACH-001318,PLCPRF5_LIVER,PLC/PRF/5,,,Liver Cancer,hepatocellular_carcinoma,Male,ATCC
ACH-000170,PRECLH_PROSTATE,PREC LH,,,Prostate Cancer,immortalized_epithelial,,
ACH-000320,PSN1_PANCREAS,PSN1,910546,560,Pancreatic Cancer,adenocarcinoma,-1,ECACC
ACH-001383,PWR1E_PROSTATE,PWR-1E,1330993,23,Prostate Cancer,,Male,
ACH-000347,QGP1_PANCREAS,QGP-1,1298534,469,Pancreatic Cancer,neuroendocrine,Male,HSRRB
ACH-001173,R262_CENTRAL_NERVOUS_SYSTEM,R262,,,Medulloblastoma,medulloblastoma,,
ACH-000654,RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,RAJI,909262,1762,Lymphoma,lymphoid_neoplasm,Male,NIBRI
ACH-001743,RC2_SOFT_TISSUE,,,,Rhabdomyosarcoma,,-1,"Pier-Luigi Lollini, Interdepartmental Centre for Cancer Research ""Giorgio Prodi"", University of Bologna, Via Massarenti 9, Bologna, 40138, Italy"
ACH-000189,RCC10RGB_KIDNEY,RCC10RGB,909974,1640,Kidney Cancer,carcinoma,Male,RIKEN
ACH-001175,RCC4_KIDNEY,RCC4,,,Kidney Cancer,clear_cell_renal_cell_carcinoma,,
ACH-000922,RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,RCHACV,1330994,1160,Leukemia,lymphoid_neoplasm,Female,DSMZ
ACH-001638,RCK8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,RC-K8,1330995,283,Lymphoma,,,
ACH-000565,RCM1_LARGE_INTESTINE,RCM1,909263,1271,Colon Cancer,adenocarcinoma,Female,HSSRB
ACH-000203,NH6_AUTONOMIC_GANGLIA,,,,Neuroblastoma,neuroblastoma,Female,HSSRB
ACH-001367,NMB_AUTONOMIC_GANGLIA,NMB,,,Neuroblastoma,,Male,
ACH-001760,RDP3F14_ENGINEERED,RD/P3F #14,,,Rhabdomyosarcoma,,-1,
ACH-001758,RDP3F7_ENGINEERED,RD/P3F #7,,,Rhabdomyosarcoma,,-1,
ACH-001759,RDP3F9_ENGINEERED,RD/P3F_#9_1,,,Rhabdomyosarcoma,,-1,
ACH-001756,RDPCDNA1_ENGINEERED,RD/pcDNA1_1,,,Rhabdomyosarcoma,,-1,
ACH-000068,REC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,REC1,,,B-cell_lymphoma_other/Lymphoma,lymphoid_neoplasm,Male,DSMZ
ACH-000099,SIMA_AUTONOMIC_GANGLIA,,753620,2076,Neuroblastoma,neuroblastoma,Male,DSMZ
ACH-000144,RERFGC1B_STOMACH,RERFGC1B,1240209,285,Gastric Cancer,,Male,NIBRI
ACH-000791,RERFLCAD1_LUNG,RERF-LC-Ad1,,,Lung NSCLC,adenocarcinoma,Male,HSRRB
ACH-000774,RERFLCAD2_LUNG,RERF-LC-Ad2,,,Lung NSCLC,carcinoma,Male,HSSRB
ACH-000261,RERFLCAI_LUNG,RERF-LC-AI,,,Lung NSCLC,carcinoma,,RIKEN
ACH-000482,RERFLCKJ_LUNG,RERF-LC-KJ,1298537,960,Lung NSCLC,carcinoma,Male,HSSRB
ACH-000062,RERFLCMS_LUNG,RERF-LC-MS,910931,2051,Lung NSCLC,carcinoma,,JCRB
ACH-000442,RERFLCSQ1_LUNG,RERF-LC-Sq1,1298538,449,Lung NSCLC,carcinoma,Female,HSRRB
ACH-000689,RH18_SOFT_TISSUE,RH18_SOFT_TISSUE,971774,861,Soft Tissue/Sarcoma,rhabdomyosarcoma,Female,DSMZ
ACH-001790,RH18DM_SOFT_TISSUE,RH18-DM,,,Rhabdomyosarcoma,,-1,
ACH-000260,SKNAS_AUTONOMIC_GANGLIA,,724828,1480,Neuroblastoma,neuroblastoma,Female,ATCC
ACH-000312,SKNBE2_AUTONOMIC_GANGLIA,,,,Neuroblastoma,neuroblastoma,Male,GNF
ACH-001751,RH36_SOFT_TISSUE,Rh36,,,Rhabdomyosarcoma,embryonal,,"Peter Houghton, The Research Institute at Nationwide Childrens Hospital, Columbus OH"
ACH-000366,SKNDZ_AUTONOMIC_GANGLIA,,688086,867,Neuroblastoma,neuroblastoma,Female,NIBRI
ACH-000100,RH41_SOFT_TISSUE,RH41,1240210,2052,Rhabdomyosarcoma,alveolar,Female,DSMZ
ACH-000341,SKNFI_AUTONOMIC_GANGLIA,,688087,227,Neuroblastoma,neuroblastoma,Male,NIBRI
ACH-000398,RI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,RI1,,,Lymphoma,lymphoid_neoplasm,Female,DSMZ
ACH-000505,RKN_SOFT_TISSUE,RKN,1298539,1471,Soft Tissue Sarcoma,leiomyosarcoma,Female,HSSRB
ACH-000943,RKO_LARGE_INTESTINE,RKO,909698,607,Colon Cancer,adenocarcinoma,,ATCC
ACH-000371,RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,RL,910861,1273,Lymphoma,lymphoid_neoplasm,Male,
ACH-000965,RL952_ENDOMETRIUM,RL95-2,930082,2215,Endometrial Cancer,carcinoma,Female,NIBRI
ACH-000719,RMGI_OVARY,RMG-I,909699,1162,Ovarian Cancer,carcinoma,Female,NIBRI
ACH-001741,RMS13_SOFT_TISSUE,RMS13,,,Rhabdomyosarcoma,,,
ACH-000701,RMUGS_OVARY,RMUG-S,,,Ovarian Cancer,carcinoma,Female,NIBRI
ACH-001384,RO82W1_THYROID,RO82-W-1,930083,1983,Thyroid Cancer,carcinoma,Female,
ACH-001639,ROS50_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ROS-50,1331025,1764,Leukemia,B Cell Leukemia,Male,
ACH-001385,RPMI2650_SKIN,RPMI 2650,909700,1163,Head and Neck,,Male,
ACH-001182,RPMI6666_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909701,961,Lymphoma,,,NIBRI
ACH-000348,RPMI7951_SKIN,RPMI7951,910903,1909,Skin Cancer,malignant_melanoma,Female,ATCC
ACH-000817,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,RPMI 8226,905964,705,Multiple Myeloma,lymphoid_neoplasm,Male,ATCC
ACH-000636,RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,RPMI8402,909702,288,Leukemia,lymphoid_neoplasm,Female,DSMZ
ACH-000874,RS411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,RS4;11,909703,862,Leukemia,lymphoid_neoplasm,Female,ATCC
ACH-000531,RS5_PLEURA,,,,Mesothelioma/Lung Cancer,mesothelioma,Male,DSMZ
ACH-000473,RT112_URINARY_TRACT,RT-112,909704,25,Bladder Cancer,carcinoma,Female,DSMZ
ACH-001183,RT11284_URINARY_TRACT,,,,Bladder Cancer,carcinoma,Female,
ACH-000242,RT4_URINARY_TRACT,RT4,687455,1309,Bladder Cancer,carcinoma,Male,ATCC
ACH-000614,RVH421_SKIN,RVH421,909706,1274,Skin Cancer,malignant_melanoma,Male,
ACH-000037,S117_SOFT_TISSUE,S117,,,Soft Tissue/ Thyroid Cancer,sarcoma,Female,DSMZ
ACH-000064,SALE_LUNG,SALE,,,Lung Cancer,immortalized_epithelial,,
ACH-001001,143B_BONE,143B,,,Bone Cancer,NS,Female,
ACH-002029,SAS_UPPER_AERODIGESTIVE_TRACT,SAS,,,Head and Neck,,,
ACH-001641,SAT_UPPER_AERODIGESTIVE_TRACT,SAT,1299050,562,Head and Neck,squamous_cell_carcinoma,,
ACH-000670,SBC5_LUNG,SBC-5,713880,999,Lung SCLC,carcinoma,,HSRRB
ACH-000839,SCABER_URINARY_TRACT,SCABER,,,Bladder Cancer,carcinoma,Male,ATCC
ACH-000254,SCC15_UPPER_AERODIGESTIVE_TRACT,SCC15,910911,2053,Head and Neck Cancer,carcinoma,Male,NIBRI
ACH-000188,SCC25_UPPER_AERODIGESTIVE_TRACT,SCC-25,910701,1419,Head and Neck Cancer,carcinoma,Male,NIBRI
ACH-001642,SCC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910930,1475,Lymphoma,,Female,
ACH-000238,SCC4_UPPER_AERODIGESTIVE_TRACT,SCC-4,910904,1476,Head and Neck Cancer,carcinoma,Male,NIBRI
ACH-000181,SCC9_UPPER_AERODIGESTIVE_TRACT,SCC9,909709,2054,Head and Neck Cancer,carcinoma,Male,NIBRI
ACH-001279,SCCOHT1_OVARY,SCCOHT-1,,,Ovarian Cancer,SCCOHT,-1,
ACH-000659,SCLC21H_LUNG,SCLC-21H,,,Lung SCLC,carcinoma,Male,DSMZ
ACH-001386,SCLC22H_LUNG,SCLC-22H,,,Lung Cancer,,Male,
ACH-001184,SCMCRM2_SOFT_TISSUE,SCMC-RM2,,,Rhabdomyosarcoma,,-1,"Janet Shipley, Sarcoma Molecular Pathology, The Institute of Cancer Research"
ACH-000082,G292CLONEA141B1_BONE,G292CLONEA141B1_BONE,1290807,661,Bone Cancer,osteosarcoma,Female,
ACH-001645,SEKI_SKIN,SEKI,,,Skin Cancer,melanoma,Female,
ACH-000410,SAOS2_BONE,Saos-2,909707,399,Bone Cancer,osteosarcoma,Female,NIBRI
ACH-000748,SJSA1_BONE,SJSA-1,909717,1180,Bone Cancer,osteosarcoma,Male,ATCC
ACH-000195,SET2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SET2,,,Leukemia,haematopoietic_neoplasm,Female,
ACH-000609,SF126_CENTRAL_NERVOUS_SYSTEM,SF126,909712,1677,Brain Cancer,glioma,,HSSRB
ACH-000887,SF172_CENTRAL_NERVOUS_SYSTEM,SF172,,,Brain Cancer,astrocytoma_Grade_IV,Female,
ACH-000655,SF268_CENTRAL_NERVOUS_SYSTEM,SF268,905986,1490,Brain Cancer,,,Garraway Lab
ACH-000376,SF295_CENTRAL_NERVOUS_SYSTEM,SF-295,905985,1164,Brain Cancer,glioma,Female,GNF
ACH-000273,SF539_CENTRAL_NERVOUS_SYSTEM,SF539,905984,1781,Brain Cancer,,,Garraway Lab
ACH-000490,SF767_CENTRAL_NERVOUS_SYSTEM,SF767,,,Brain Cancer,,Female,
ACH-001187,SF8657_SKIN,,,,Skin Cancer,malignant_melanoma,Male,
ACH-000764,SH10TC_STOMACH,SH10TC,,,Gastric Cancer,adenocarcinoma,,RIKEN
ACH-000441,SH4_SKIN,SH4,909713,1179,Skin Cancer,malignant_melanoma,Female,ATCC
ACH-000790,SHP77_LUNG,SHP-77,724872,1479,Lung SCLC,carcinoma,Male,ATCC
ACH-001188,SHSY5Y_AUTONOMIC_GANGLIA,SK-N-SH,,,Neuroblastoma,neuroblastoma,Female,ATCC
ACH-000112,SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SIGM5,909715,656,Leukemia,,Male,DSMZ
ACH-000556,SIHA_CERVIX,SiHa,930297,1354,Cervical Cancer,,-1,
ACH-000364,U2OS_BONE,U2-OS,909776,1145,Bone Cancer,osteosarcoma,Female,ATCC
ACH-001650,SISO_CERVIX,SISO,1240212,1498,Cervical Cancer,cervical_adenocarcinoma,Female,
ACH-001189,SJRH30_SOFT_TISSUE,,909716,2260,Soft Tissue Sarcoma,,Male,
ACH-001278,BIN67_OVARY,BIN-67,,,Ovarian Cancer,SCCOHT,-1,
ACH-000017,SKBR3_BREAST,SK-BR-3,,,Breast Cancer,Luminal,Female,NIBRI
ACH-000400,SKCO1_LARGE_INTESTINE,SK-CO-1,909718,40,Colon Cancer,adenocarcinoma,Male,ATCC
ACH-002020,SKGIIIA_CERVIX,SKG-IIIa,,,Cervical Cancer,Cervix carcinoma,Female,
ACH-001653,SKGT2_STOMACH,SK-GT-2,1503364,1868,Gastric Cancer,adenocarcinoma,Male,
ACH-001654,SKGT4_OESOPHAGUS,SK-GT-4,1503365,2164,Esophageal Cancer,adenocarcinoma,,
ACH-000361,SKHEP1_LIVER,Sk-HEP-1,909719,874,Liver Cancer,hepatocellular_carcinoma,Male,ATCC
ACH-000145,SKLMS1_SOFT_TISSUE,SKLMS1,909720,1641,Soft Tissue/Sarcoma,sarcoma,Female,NIBRI
ACH-000309,SKLU1_LUNG,SK-LU-1,909721,233,Lung NSCLC,carcinoma,Female,ATCC
ACH-000373,SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SKM-1,909722,304,Leukemia,,Male,HSRRB
ACH-000465,SKMEL1_SKIN,SKMEL1,909723,42,Skin Cancer,malignant_melanoma,Male,NIBRI
ACH-001190,SKMEL2_SKIN,SK-MEL2,905955,1191,Skin Cancer,malignant_melanoma,Male,
ACH-000822,SKMEL24_SKIN,SKMEL24,909725,945,Skin Cancer,malignant_melanoma,Male,ATCC
ACH-000615,SKMEL28_SKIN,SK-MEL-28,905954,1499,Skin Cancer,malignant_melanoma,Male,NIBRI
ACH-000423,SKMEL3_SKIN,SKMEL3,909724,1572,Skin Cancer,malignant_melanoma,Female,
ACH-000810,SKMEL30_SKIN,SKMEL30,909726,1789,Skin Cancer,malignant_melanoma,Male,DSMZ
ACH-000640,SKMEL31_SKIN,SK-MEL-31,909727,153,Skin Cancer,malignant_melanoma,Female,ATCC
ACH-000730,SKMEL5_SKIN,SK-MEL-5,905956,1491,Skin Cancer,malignant_melanoma,Female,NIBRI
ACH-000665,SKMES1_LUNG,SK-MES-1,909728,1628,Lung NSCLC,carcinoma,Male,
ACH-000363,SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SK-MM-2,753612,1003,"Multiple Myeloma/Leukemia, Plasma Cell",lymphoid_neoplasm,Male,DSMZ
ACH-001655,SKN_ENDOMETRIUM,SKN,1240215,791,Endometrial Cancer,,Female,
ACH-001028,CHLA06ATRT_SOFT_TISSUE,CHLA-06;CHLA06,,,Rhabdoid,atypical_teratoid_rhabdoid_tumor,,
ACH-001031,CHLA266_SOFT_TISSUE,CHLA-266,,,Rhabdoid tumor,atypical_teratoid_rhabdoid_tumor,-1,
ACH-001289,COGAR359_SOFT_TISSUE,COG-AR-359,,,Rhabdoid,atypical_teratoid_rhabdoid_tumor,-1,
ACH-001656,SKNO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SKNO-1,,,Leukemia,,,
ACH-000149,SKNSH_AUTONOMIC_GANGLIA,,717431,1165,Neuroblastoma,neuroblastoma,Female,ATCC
ACH-000811,SKOV3_OVARY,SK-OV-3,905959,1166,Ovarian Cancer,carcinoma,Female,NIBRI
ACH-001532,JMURTK2_SOFT_TISSUE,JMU-RTK-2,,,Rhabdoid,rhabdoid,Female,
ACH-000385,SKRC20_KIDNEY,SK-RC-20,,,Kidney Cancer,carcinoma,,
ACH-001194,SKRC31_KIDNEY,SK-RC-31,,,Kidney Cancer,carcinoma,,
ACH-000939,SKUT1_SOFT_TISSUE,SKUT1,909732,725,Soft Tissue Sarcoma,leiomyosarcoma,Female,ATCC
ACH-000127,SLR20_KIDNEY,SLR20,,,Kidney Cancer,carcinoma,,
ACH-000016,SLR21_KIDNEY,SLR21,,,Kidney Cancer,renal_cell_carcinoma,,
ACH-000246,SLR23_KIDNEY,SLR23,,,Kidney Cancer,carcinoma,,
ACH-000272,SLR24_KIDNEY,SLR24,,,Kidney Cancer,carcinoma,,
ACH-000300,SLR25_KIDNEY,SLR25,,,Kidney Cancer,carcinoma,,
ACH-000600,SLR26_KIDNEY,SLR26,,,Kidney Cancer,carcinoma,,
ACH-002062,SLVL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SLVL,,,Lymphoma,,Female,
ACH-001211,TTC549_SOFT_TISSUE,,,,Rhabdoid,rhabdoid_tumor,,
ACH-001197,SMZ1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SMZ-1,,,Lymphoma,lymphoid_neoplasm,,
ACH-001198,SNB19_CENTRAL_NERVOUS_SYSTEM,SNB-19,,,Brain Cancer,astrocytoma_Grade_IV,Male,
ACH-000504,SNB75_CENTRAL_NERVOUS_SYSTEM,SNB75,905982,1181,Brain Cancer,,,Garraway Lab
ACH-000974,SNGM_ENDOMETRIUM,SNGM_ENDOMETRIUM,909735,2058,Endometrial Cancer,carcinoma,Female,HSSRB
ACH-000932,SNU1_STOMACH,SNU1_STOMACH,908444,564,Gastric Cancer,,Male,NIBRI
ACH-000286,SNU1033_LARGE_INTESTINE,SNU1033,,,Colon Cancer,adenocarcinoma,Female,KCLB
ACH-000999,SNU1040_LARGE_INTESTINE,SNU1040,1659823,2191,Colon Cancer,adenocarcinoma,Male,KCLB
ACH-000618,SNU1041_UPPER_AERODIGESTIVE_TRACT,SNU1041,,,Head and Neck Cancer,carcinoma,,KCLB
ACH-000682,SNU1066_UPPER_AERODIGESTIVE_TRACT,SNU1066,,,Head and Neck Cancer,carcinoma,Male,KCLB
ACH-000549,SNU1076_UPPER_AERODIGESTIVE_TRACT,SNU1076,,,Head and Neck Cancer,carcinoma,Male,KCLB
ACH-000302,SNU1077_ENDOMETRIUM,SNU1077,,,Endometrial Cancer,carcinoma,Female,KCLB
ACH-000209,SNU1079_BILIARY_TRACT,SNU1079,,,Bile Duct/Liver Cancer,intrahepatic_cholangiocarcinoma,,
ACH-000368,SNU1105_CENTRAL_NERVOUS_SYSTEM,SNU-1105,,,Brain Cancer,glioma,Male,
ACH-000635,SNU119_OVARY,SNU-119,,,Ovarian Cancer,adenocarcinoma,Female,KCLB
ACH-000461,SNU1196_BILIARY_TRACT,SNU1196,,,Bile Duct/Liver Cancer,extrahepatic_cholangiocarcinoma (Hilar),,KCLB
ACH-000412,SNU1197_LARGE_INTESTINE,SNU-1197,,,Colon Cancer,adenocarcinoma,Male,KCLB
ACH-000715,SNU1214_UPPER_AERODIGESTIVE_TRACT,SNU1214,,,Head and Neck Cancer,carcinoma,Male,KCLB
ACH-000513,SNU1272_KIDNEY,SNU1272,,,Kidney Cancer,carcinoma,Female,KCLB
ACH-000581,SNU16_STOMACH,SNU16,908446,291,Gastric Cancer,,Female,NIBRI
ACH-000989,SNU175_LARGE_INTESTINE,SNU175,1659928,154,Colon Cancer,adenocarcinoma,Female,KCLB
ACH-000483,SNU182_LIVER,SNU182,1240216,1481,Liver Cancer,hepatocellular_carcinoma,Male,NIBRI
ACH-000623,SNU201_CENTRAL_NERVOUS_SYSTEM,SNU-201,,,Brain Cancer,glioma,Male,KCLB
ACH-000266,SNU213_PANCREAS,,,,Pancreatic Cancer,adenocarcinoma,Male,KCLB
ACH-000466,SNU216_STOMACH,SNU216,,,Gastric Cancer,adenocarcinoma,Female,KCLB
ACH-000268,SNU245_BILIARY_TRACT,SNU245,,,Bile Duct/Liver Cancer,,,KCLB
ACH-000708,SNU283_LARGE_INTESTINE,SNU283,1659929,2189,Colon Cancer,adenocarcinoma,Female,KCLB
ACH-000141,SNU308_BILIARY_TRACT,SNU308,,,Gallbladder Cancer,adenocarcinoma,,KCLB
ACH-000933,SNU324_PANCREAS,SNU324,,,Pancreatic Cancer,adenocarcinoma,Male,KCLB
ACH-000907,SNU349_KIDNEY,SNU349,,,Kidney Cancer,carcinoma,Male,KCLB
ACH-000478,SNU387_LIVER,SNU387,909736,1482,Liver Cancer,hepatocellular_carcinoma,Female,ATCC
ACH-000221,SNU398_LIVER,SNU398,1240217,2169,Liver Cancer,hepatocellular_carcinoma,Male,NIBRI
ACH-000955,SNU407_LARGE_INTESTINE,,1660034,1907,Colon Cancer,adenocarcinoma,Male,KCLB
ACH-000517,SNU410_PANCREAS,,,,Pancreatic Cancer,adenocarcinoma,Male,KCLB
ACH-000493,SNU423_LIVER,SNU423,909737,481,Liver Cancer,hepatocellular_carcinoma,Male,NIBRI
ACH-000420,SNU449_LIVER,SNU449,909738,129,Liver Cancer,hepatocellular_carcinoma,Male,NIBRI
ACH-000500,SNU46_UPPER_AERODIGESTIVE_TRACT,SNU46,,,Head and Neck Cancer,carcinoma,Male,KCLB
ACH-000289,SNU466_CENTRAL_NERVOUS_SYSTEM,SNU466,,,Brain Cancer,glioma,Male,KCLB
ACH-000422,SNU475_LIVER,SNU475,909739,2059,Liver Cancer,hepatocellular_carcinoma,Male,NIBRI
ACH-000377,SNU478_BILIARY_TRACT,SNU478,,,Bile Duct/Liver Cancer,extrahepatic_cholangiocarcinoma,,KCLB
ACH-000543,SNU489_CENTRAL_NERVOUS_SYSTEM,SNU489,,,Brain Cancer,glioma,Male,KCLB
ACH-000303,SNU5_STOMACH,SNU5,908445,28,Gastric Cancer,adenocarcinoma,Female,NIBRI
ACH-000683,SNU503_LARGE_INTESTINE,,,,Colon Cancer,adenocarcinoma,Male,KCLB
ACH-000908,SNU520_STOMACH,SNU520,,,Gastric Cancer,adenocarcinoma,Female,KCLB
ACH-000736,SNU601_STOMACH,SNU601,,,Gastric Cancer,adenocarcinoma,Male,KCLB
ACH-000532,SNU61_LARGE_INTESTINE,SNU61,1660035,151,Colon Cancer,adenocarcinoma,Male,KCLB
ACH-000325,SNU620_STOMACH,SNU620,,,Gastric Cancer,adenocarcinoma,Female,KCLB
ACH-000370,SNU626_CENTRAL_NERVOUS_SYSTEM,SNU626,,,Brain Cancer,glioma,Male,KCLB
ACH-000344,SNU668_STOMACH,SNU668,,,Gastric Cancer,adenocarcinoma,Male,KCLB
ACH-000407,SNU685_ENDOMETRIUM,SNU-685,,,Endometrial Cancer,carcinoma,Female,KCLB
ACH-000898,SNU719_STOMACH,SNU719,,,Gastric Cancer,adenocarcinoma,Male,KCLB
ACH-000807,SNU738_CENTRAL_NERVOUS_SYSTEM,SNU738,,,Brain Cancer,glioma,Male,KCLB
ACH-000537,SNU761_LIVER,SNU761,,,Liver Cancer,hepatocellular_carcinoma,Male,KCLB
ACH-000460,SNU8_OVARY,SNU8,,,Ovarian Cancer,carcinoma,Female,KCLB
ACH-000991,SNU81_LARGE_INTESTINE,,1660036,697,Colon Cancer,adenocarcinoma,Male,KCLB
ACH-000280,SNU840_OVARY,SNU-840,,,Ovarian Cancer,carcinoma,Female,KCLB
ACH-000182,SNU869_BILIARY_TRACT,SNU869,,,Bile Duct Cancer,extrahepatic_cholangiocarcinoma,,
ACH-000686,SNU878_LIVER,SNU-878,,,Liver Cancer,hepatocellular_carcinoma,Female,KCLB
ACH-000316,SNU886_LIVER,SNU886,,,Liver Cancer,hepatocellular_carcinoma,Male,KCLB
ACH-000692,SNU899_UPPER_AERODIGESTIVE_TRACT,SNU-899,,,Head and Neck Cancer,carcinoma,Male,KCLB
ACH-000722,SNUC1_LARGE_INTESTINE,SNU-C1,910905,1066,Colon Cancer,adenocarcinoma,Male,NIBRI
ACH-000967,SNUC2A_LARGE_INTESTINE,SNU-C2A,,,Colon Cancer,adenocarcinoma,Female,NIBRI
ACH-001199,SNUC2B_LARGE_INTESTINE,SNUC2B,909740,37,Colon Cancer,adenocarcinoma,Female,
ACH-000959,SNUC4_LARGE_INTESTINE,,,,Colon Cancer,adenocarcinoma,Male,KCLB
ACH-000970,SNUC5_LARGE_INTESTINE,SNUC5,1674021,152,Colon Cancer,adenocarcinoma,Female,KCLB
ACH-000553,SQ1_LUNG,Sq-1,,,Lung NSCLC,carcinoma,,RIKEN
ACH-000338,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SR786;SR,,,Lymphoma,lymphoid_neoplasm,Male,DSMZ
ACH-000567,ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ST486,910906,130,Lymphoma,lymphoid_neoplasm,Female,NIBRI
ACH-000114,SU8686_PANCREAS,SU.86.86,1240218,268,Pancreatic Cancer,adenocarcinoma,Female,NIBRI
ACH-000664,SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909742,1634,Lymphoma,lymphoid_neoplasm,Male,DSMZ
ACH-000271,SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SU-DHL-10,1331033,269,Lymphoma,lymphoid_neoplasm,Male,DSMZ
ACH-000365,SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SU-DHL-4,1331035,1450,Lymphoma,lymphoid_neoplasm,Male,DSMZ
ACH-000660,SUDHL5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SU-DHL-5,1331036,1609,Lymphoma,lymphoid_neoplasm,Female,DSMZ
ACH-000611,SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SU-DHL-6,1331037,2036,Lymphoma,lymphoid_neoplasm,Male,DSMZ
ACH-000656,SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SU-DHL-8,1331038,1877,Lymphoma,lymphoid_neoplasm,Male,DSMZ
ACH-000652,SUIT2_PANCREAS,SUIT2,1240219,1749,Pancreatic Cancer,adenocarcinoma,Male,HSSRB
ACH-001388,SUM102PT_BREAST,SUM-102PT,,,Breast Cancer,Basal,Female,
ACH-001389,SUM1315MO2_BREAST,SUM-1315MO2,,,Breast Cancer,Basal,Female,
ACH-001390,SUM149PT_BREAST,SUM-149PT,,,Breast Cancer,Basal,Female,
ACH-001391,SUM159PT_BREAST,SUM-159PT,,,Breast Cancer,Basal,Female,
ACH-001392,SUM185PE_BREAST,SUM-185PE,,,Breast Cancer,Luminal,Female,
ACH-001393,SUM190PT_BREAST,SUM-190PT,,,Breast Cancer,Basal,Female,
ACH-001397,SUM225CWN_BREAST,SUM225CWN,,,Breast Cancer,,Female,
ACH-001394,SUM229PE_BREAST,SUM-229PE,,,Breast Cancer,Basal,Female,
ACH-001395,SUM44PE_BREAST,SUM-44PE,,,Breast Cancer,Luminal,Female,
ACH-001396,SUM52PE_BREAST,SUM-52PE;SUM52,,,Breast Cancer,Luminal,Female,
ACH-001201,SUMB002_CENTRAL_NERVOUS_SYSTEM,SU-MB-002,,,Brain Cancer,medulloblastoma,,
ACH-000059,SUPB15_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SUP-B15 ,1247871,786,Leukemia,lymphoid_neoplasm,Male,NIBRI
