V1	V2	V3					
PHA-665752	PHA.665752	PHA-665752	0.322053963548082	-0.237962191105056	105	0.794661871558076	80
PLX4720	PLX4720	PLX-4720	0.521233431474875	-0.525193424111984	336	0.801002376066784	80
Sorafenib	Sorafenib	Sorafenib	0.400941561804981	-0.393027620531589	101	0.911616314783774	80
TAE684	TAE684	NVP-TAE684	0.486107452322865	-0.310075877840133	105	0.760934612885297	80
17-AAG	X17.AAG	Tanespimycin	0.506594322959209	-0.22161984683962	297	0.436899649229883	81
AZD0530	AZD0530	Saracatinib	0.556688047765812	-0.562281612628456	105	0.662882919560829	81
Erlotinib	Erlotinib	Erlotinib	0.365744859978835	-0.10318007404433	92	0.722081443006184	81
Lapatinib	Lapatinib	Lapatinib	0.491601925816891	-0.444033661918193	98	0.81224213990969	81
Nilotinib	Nilotinib	Nilotinib	0.750106999953418	-0.518465335783873	228	0.891879011243363	81
Nutlin-3	Nutlin.3	Nutlin-3a (-)	0.27665301118528	-0.286969434458493	298	0.670462291003208	81
Paclitaxel	Paclitaxel	Paclitaxel	0.40406967510035	-0.191860493812061	101	0.242904355844621	81
PD-0325901	PD.0325901	PD0325901	0.635847232950186	-0.576775534225853	294	0.83670151861824	81
PD-0332991	PD.0332991	Palbociclib	0.173693552978551	-0.153160528449011	240	0.199342772630256	81
PF2341066	PF2341066	Crizotinib	0.540383266091452	-0.577841432789624	105	0.824852550486515	81
PHA-665752	PHA.665752	PHA-665752	0.322053963548082	-0.237962191105056	105	0.910382578963627	81
PLX4720	PLX4720	PLX-4720	0.521233431474875	-0.525193424111984	336	0.772216882788303	81
Sorafenib	Sorafenib	Sorafenib	0.400941561804981	-0.393027620531589	101	0.963603233157899	81
TAE684	TAE684	NVP-TAE684	0.486107452322865	-0.310075877840133	105	0.766356649127439	81
17-AAG	X17.AAG	Tanespimycin	0.506594322959209	-0.22161984683962	297	0.406357114363145	82
AZD0530	AZD0530	Saracatinib	0.556688047765812	-0.562281612628456	105	0.667686624939128	82
Erlotinib	Erlotinib	Erlotinib	0.365744859978835	-0.10318007404433	92	0.739086038350427	82
Lapatinib	Lapatinib	Lapatinib	0.491601925816891	-0.444033661918193	98	0.681783485529649	82
Nilotinib	Nilotinib	Nilotinib	0.750106999953418	-0.518465335783873	228	0.845680050619221	82
Nutlin-3	Nutlin.3	Nutlin-3a (-)	0.27665301118528	-0.286969434458493	298	0.683943769556742	82
Paclitaxel	Paclitaxel	Paclitaxel	0.40406967510035	-0.191860493812061	101	0.493878886555193	82
PD-0325901	PD.0325901	PD0325901	0.635847232950186	-0.576775534225853	294	0.771459178824155	82
PD-0332991	PD.0332991	Palbociclib	0.173693552978551	-0.153160528449011	240	0.237747399005051	82
PF2341066	PF2341066	Crizotinib	0.540383266091452	-0.577841432789624	105	0.824472500027166	82
PHA-665752	PHA.665752	PHA-665752	0.322053963548082	-0.237962191105056	105	0.898197749414032	82
PLX4720	PLX4720	PLX-4720	0.521233431474875	-0.525193424111984	336	0.738850241754366	82
Sorafenib	Sorafenib	Sorafenib	0.400941561804981	-0.393027620531589	101	0.875514914721245	82
TAE684	TAE684	NVP-TAE684	0.486107452322865	-0.310075877840133	105	0.767051038895841	82
17-AAG	X17.AAG	Tanespimycin	0.506594322959209	-0.22161984683962	297	0.43212759639038	83
AZD0530	AZD0530	Saracatinib	0.556688047765812	-0.562281612628456	105	0.728677281343536	83
Erlotinib	Erlotinib	Erlotinib	0.365744859978835	-0.10318007404433	92	0.708173812136362	83
Lapatinib	Lapatinib	Lapatinib	0.491601925816891	-0.444033661918193	98	0.653312159541769	83
Nilotinib	Nilotinib	Nilotinib	0.750106999953418	-0.518465335783873	228	0.914662978122461	83
Nutlin-3	Nutlin.3	Nutlin-3a (-)	0.27665301118528	-0.286969434458493	298	0.553131641837479	83
Paclitaxel	Paclitaxel	Paclitaxel	0.40406967510035	-0.191860493812061	101	0.405758114097575	83
PD-0325901	PD.0325901	PD0325901	0.635847232950186	-0.576775534225853	294	0.816002870247734	83
PD-0332991	PD.0332991	Palbociclib	0.173693552978551	-0.153160528449011	240	0.184286366389444	83
PF2341066	PF2341066	Crizotinib	0.540383266091452	-0.577841432789624	105	0.760915109874702	83
PHA-665752	PHA.665752	PHA-665752	0.322053963548082	-0.237962191105056	105	0.814833250044913	83
PLX4720	PLX4720	PLX-4720	0.521233431474875	-0.525193424111984	336	0.80164721116877	83
Sorafenib	Sorafenib	Sorafenib	0.400941561804981	-0.393027620531589	101	0.926500779103778	83
TAE684	TAE684	NVP-TAE684	0.486107452322865	-0.310075877840133	105	0.787743679904809	83
17-AAG	X17.AAG	Tanespimycin	0.506594322959209	-0.22161984683962	297	0.333398331316603	84
AZD0530	AZD0530	Saracatinib	0.556688047765812	-0.562281612628456	105	0.719840468415805	84
Erlotinib	Erlotinib	Erlotinib	0.365744859978835	-0.10318007404433	92	0.761647751288466	84
Lapatinib	Lapatinib	Lapatinib	0.491601925816891	-0.444033661918193	98	0.723737349993831	84
Nilotinib	Nilotinib	Nilotinib	0.750106999953418	-0.518465335783873	228	0.901314959650904	84
Nutlin-3	Nutlin.3	Nutlin-3a (-)	0.27665301118528	-0.286969434458493	298	0.618365902781837	84
Paclitaxel	Paclitaxel	Paclitaxel	0.40406967510035	-0.191860493812061	101	0.331278197544635	84
PD-0325901	PD.0325901	PD0325901	0.635847232950186	-0.576775534225853	294	0.786235668006	84
PD-0332991	PD.0332991	Palbociclib	0.173693552978551	-0.153160528449011	240	0.196911786128068	84
PF2341066	PF2341066	Crizotinib	0.540383266091452	-0.577841432789624	105	0.831411142550664	84
PHA-665752	PHA.665752	PHA-665752	0.322053963548082	-0.237962191105056	105	0.913993769342997	84
PLX4720	PLX4720	PLX-4720	0.521233431474875	-0.525193424111984	336	0.773630241958452	84
Sorafenib	Sorafenib	Sorafenib	0.400941561804981	-0.393027620531589	101	0.947454157350371	84
TAE684	TAE684	NVP-TAE684	0.486107452322865	-0.310075877840133	105	0.729620300037347	84
17-AAG	X17.AAG	Tanespimycin	0.506594322959209	-0.22161984683962	297	0.27397884608352	85
AZD0530	AZD0530	Saracatinib	0.556688047765812	-0.562281612628456	105	0.607581202053369	85
Erlotinib	Erlotinib	Erlotinib	0.365744859978835	-0.10318007404433	92	0.74101052793716	85
Lapatinib	Lapatinib	Lapatinib	0.491601925816891	-0.444033661918193	98	0.760629725897191	85
Nilotinib	Nilotinib	Nilotinib	0.750106999953418	-0.518465335783873	228	0.872835344257683	85
Nutlin-3	Nutlin.3	Nutlin-3a (-)	0.27665301118528	-0.286969434458493	298	0.684133914661289	85
Paclitaxel	Paclitaxel	Paclitaxel	0.40406967510035	-0.191860493812061	101	0.512293895464425	85
PD-0325901	PD.0325901	PD0325901	0.635847232950186	-0.576775534225853	294	0.847040687595465	85
PD-0332991	PD.0332991	Palbociclib	0.173693552978551	-0.153160528449011	240	0.252930936775629	85
PF2341066	PF2341066	Crizotinib	0.540383266091452	-0.577841432789624	105	0.848798664717086	85
PHA-665752	PHA.665752	PHA-665752	0.322053963548082	-0.237962191105056	105	0.799254976724513	85
PLX4720	PLX4720	PLX-4720	0.521233431474875	-0.525193424111984	336	0.796188640963386	85
Sorafenib	Sorafenib	Sorafenib	0.400941561804981	-0.393027620531589	101	0.929168005578392	85
TAE684	TAE684	NVP-TAE684	0.486107452322865	-0.310075877840133	105	0.804029054628331	85
17-AAG	X17.AAG	Tanespimycin	0.506594322959209	-0.22161984683962	297	0.412693685503848	86
AZD0530	AZD0530	Saracatinib	0.556688047765812	-0.562281612628456	105	0.724571992664278	86
Erlotinib	Erlotinib	Erlotinib	0.365744859978835	-0.10318007404433	92	0.70171387286533	86
Lapatinib	Lapatinib	Lapatinib	0.491601925816891	-0.444033661918193	98	0.728958940930649	86
Nilotinib	Nilotinib	Nilotinib	0.750106999953418	-0.518465335783873	228	0.798113652692776	86
Nutlin-3	Nutlin.3	Nutlin-3a (-)	0.27665301118528	-0.286969434458493	298	0.619064139751099	86
Paclitaxel	Paclitaxel	Paclitaxel	0.40406967510035	-0.191860493812061	101	0.530131796313449	86
PD-0325901	PD.0325901	PD0325901	0.635847232950186	-0.576775534225853	294	0.845719242067062	86
PD-0332991	PD.0332991	Palbociclib	0.173693552978551	-0.153160528449011	240	0.265187497168636	86
PF2341066	PF2341066	Crizotinib	0.540383266091452	-0.577841432789624	105	0.82553439749074	86
PHA-665752	PHA.665752	PHA-665752	0.322053963548082	-0.237962191105056	105	0.840734318378432	86
PLX4720	PLX4720	PLX-4720	0.521233431474875	-0.525193424111984	336	0.825471350928957	86
Sorafenib	Sorafenib	Sorafenib	0.400941561804981	-0.393027620531589	101	0.978723137291691	86
TAE684	TAE684	NVP-TAE684	0.486107452322865	-0.310075877840133	105	0.668825085821293	86
17-AAG	X17.AAG	Tanespimycin	0.506594322959209	-0.22161984683962	297	0.390174127185111	87
AZD0530	AZD0530	Saracatinib	0.556688047765812	-0.562281612628456	105	0.794620286225141	87
Erlotinib	Erlotinib	Erlotinib	0.365744859978835	-0.10318007404433	92	0.764912601749084	87
Lapatinib	Lapatinib	Lapatinib	0.491601925816891	-0.444033661918193	98	0.729203553298513	87
Nilotinib	Nilotinib	Nilotinib	0.750106999953418	-0.518465335783873	228	0.910550107264734	87
Nutlin-3	Nutlin.3	Nutlin-3a (-)	0.27665301118528	-0.286969434458493	298	0.641240528033683	87
Paclitaxel	Paclitaxel	Paclitaxel	0.40406967510035	-0.191860493812061	101	0.569776421297258	87
PD-0325901	PD.0325901	PD0325901	0.635847232950186	-0.576775534225853	294	0.815954464928989	87
PD-0332991	PD.0332991	Palbociclib	0.173693552978551	-0.153160528449011	240	0.176481638037639	87
PF2341066	PF2341066	Crizotinib	0.540383266091452	-0.577841432789624	105	0.841071231184389	87
PHA-665752	PHA.665752	PHA-665752	0.322053963548082	-0.237962191105056	105	0.93264387835889	87
PLX4720	PLX4720	PLX-4720	0.521233431474875	-0.525193424111984	336	0.840458754740497	87
Sorafenib	Sorafenib	Sorafenib	0.400941561804981	-0.393027620531589	101	0.903897792884095	87
TAE684	TAE684	NVP-TAE684	0.486107452322865	-0.310075877840133	105	0.63868880114112	87
17-AAG	X17.AAG	Tanespimycin	0.506594322959209	-0.22161984683962	297	0.369380300966606	88
AZD0530	AZD0530	Saracatinib	0.556688047765812	-0.562281612628456	105	0.725438609785876	88
Erlotinib	Erlotinib	Erlotinib	0.365744859978835	-0.10318007404433	92	0.707153241927149	88
Lapatinib	Lapatinib	Lapatinib	0.491601925816891	-0.444033661918193	98	0.748676888508896	88
Nilotinib	Nilotinib	Nilotinib	0.750106999953418	-0.518465335783873	228	0.906413132857457	88
Nutlin-3	Nutlin.3	Nutlin-3a (-)	0.27665301118528	-0.286969434458493	298	0.582937583502452	88
Paclitaxel	Paclitaxel	Paclitaxel	0.40406967510035	-0.191860493812061	101	0.523614379742064	88
PD-0325901	PD.0325901	PD0325901	0.635847232950186	-0.576775534225853	294	0.764076092553968	88
PD-0332991	PD.0332991	Palbociclib	0.173693552978551	-0.153160528449011	240	0.187794856149753	88
PF2341066	PF2341066	Crizotinib	0.540383266091452	-0.577841432789624	105	0.749687561471856	88
PHA-665752	PHA.665752	PHA-665752	0.322053963548082	-0.237962191105056	105	0.856262598043776	88
PLX4720	PLX4720	PLX-4720	0.521233431474875	-0.525193424111984	336	0.829737893807955	88
Sorafenib	Sorafenib	Sorafenib	0.400941561804981	-0.393027620531589	101	0.977434169009517	88
TAE684	TAE684	NVP-TAE684	0.486107452322865	-0.310075877840133	105	0.734911490780123	88
17-AAG	X17.AAG	Tanespimycin	0.506594322959209	-0.22161984683962	297	0.374206926123418	89
AZD0530	AZD0530	Saracatinib	0.556688047765812	-0.562281612628456	105	0.634281331441516	89
Erlotinib	Erlotinib	Erlotinib	0.365744859978835	-0.10318007404433	92	0.734786150433741	89
Lapatinib	Lapatinib	Lapatinib	0.491601925816891	-0.444033661918193	98	0.738279606372224	89
Nilotinib	Nilotinib	Nilotinib	0.750106999953418	-0.518465335783873	228	0.859962584399574	89
Nutlin-3	Nutlin.3	Nutlin-3a (-)	0.27665301118528	-0.286969434458493	298	0.622950912401947	89
Paclitaxel	Paclitaxel	Paclitaxel	0.40406967510035	-0.191860493812061	101	0.544381905375874	89
PD-0325901	PD.0325901	PD0325901	0.635847232950186	-0.576775534225853	294	0.799695663396265	89
PD-0332991	PD.0332991	Palbociclib	0.173693552978551	-0.153160528449011	240	0.271226181130455	89
PF2341066	PF2341066	Crizotinib	0.540383266091452	-0.577841432789624	105	0.843062447990998	89
PHA-665752	PHA.665752	PHA-665752	0.322053963548082	-0.237962191105056	105	0.695731474775445	89
PLX4720	PLX4720	PLX-4720	0.521233431474875	-0.525193424111984	336	0.743490746252075	89
Sorafenib	Sorafenib	Sorafenib	0.400941561804981	-0.393027620531589	101	0.928921551230801	89
TAE684	TAE684	NVP-TAE684	0.486107452322865	-0.310075877840133	105	0.799761412898458	89
17-AAG	X17.AAG	Tanespimycin	0.506594322959209	-0.22161984683962	297	0.454929032491041	90
AZD0530	AZD0530	Saracatinib	0.556688047765812	-0.562281612628456	105	0.668430739779068	90
Erlotinib	Erlotinib	Erlotinib	0.365744859978835	-0.10318007404433	92	0.854414419620233	90
Lapatinib	Lapatinib	Lapatinib	0.491601925816891	-0.444033661918193	98	0.77072709203474	90
Nilotinib	Nilotinib	Nilotinib	0.750106999953418	-0.518465335783873	228	0.81508368430658	90
Nutlin-3	Nutlin.3	Nutlin-3a (-)	0.27665301118528	-0.286969434458493	298	0.70423265619798	90
Paclitaxel	Paclitaxel	Paclitaxel	0.40406967510035	-0.191860493812061	101	0.467593529190097	90
PD-0325901	PD.0325901	PD0325901	0.635847232950186	-0.576775534225853	294	0.842138913744183	90
PD-0332991	PD.0332991	Palbociclib	0.173693552978551	-0.153160528449011	240	0.20381240747805	90
PF2341066	PF2341066	Crizotinib	0.540383266091452	-0.577841432789624	105	0.757316192280999	90
PHA-665752	PHA.665752	PHA-665752	0.322053963548082	-0.237962191105056	105	0.894566071789187	90
PLX4720	PLX4720	PLX-4720	0.521233431474875	-0.525193424111984	336	0.82450720258405	90
Sorafenib	Sorafenib	Sorafenib	0.400941561804981	-0.393027620531589	101	0.898828629549036	90
TAE684	TAE684	NVP-TAE684	0.486107452322865	-0.310075877840133	105	0.717086087492668	90
17-AAG	X17.AAG	Tanespimycin	0.506594322959209	-0.22161984683962	297	0.358003455156223	91
AZD0530	AZD0530	Saracatinib	0.556688047765812	-0.562281612628456	105	0.698077552429143	91
Erlotinib	Erlotinib	Erlotinib	0.365744859978835	-0.10318007404433	92	0.719730937775913	91
Lapatinib	Lapatinib	Lapatinib	0.491601925816891	-0.444033661918193	98	0.69797320007127	91
Nilotinib	Nilotinib	Nilotinib	0.750106999953418	-0.518465335783873	228	0.892261771881961	91
Nutlin-3	Nutlin.3	Nutlin-3a (-)	0.27665301118528	-0.286969434458493	298	0.687317571082606	91
Paclitaxel	Paclitaxel	Paclitaxel	0.40406967510035	-0.191860493812061	101	0.518204342972301	91
PD-0325901	PD.0325901	PD0325901	0.635847232950186	-0.576775534225853	294	0.820720147275389	91
PD-0332991	PD.0332991	Palbociclib	0.173693552978551	-0.153160528449011	240	0.262909855326235	91
PF2341066	PF2341066	Crizotinib	0.540383266091452	-0.577841432789624	105	0.826677408311236	91
PHA-665752	PHA.665752	PHA-665752	0.322053963548082	-0.237962191105056	105	0.788422782901709	91
PLX4720	PLX4720	PLX-4720	0.521233431474875	-0.525193424111984	336	0.800676257059834	91
Sorafenib	Sorafenib	Sorafenib	0.400941561804981	-0.393027620531589	101	0.805465675456576	91
TAE684	TAE684	NVP-TAE684	0.486107452322865	-0.310075877840133	105	0.778036026697769	91
17-AAG	X17.AAG	Tanespimycin	0.506594322959209	-0.22161984683962	297	0.385535883286341	92
AZD0530	AZD0530	Saracatinib	0.556688047765812	-0.562281612628456	105	0.79340016696018	92
Erlotinib	Erlotinib	Erlotinib	0.365744859978835	-0.10318007404433	92	0.779155143085872	92
Lapatinib	Lapatinib	Lapatinib	0.491601925816891	-0.444033661918193	98	0.666259112338086	92
Nilotinib	Nilotinib	Nilotinib	0.750106999953418	-0.518465335783873	228	0.891839625541332	92
Nutlin-3	Nutlin.3	Nutlin-3a (-)	0.27665301118528	-0.286969434458493	298	0.654203469371112	92
Paclitaxel	Paclitaxel	Paclitaxel	0.40406967510035	-0.191860493812061	101	0.393159674856033	92
PD-0325901	PD.0325901	PD0325901	0.635847232950186	-0.576775534225853	294	0.826962096290518	92
PD-0332991	PD.0332991	Palbociclib	0.173693552978551	-0.153160528449011	240	0.152205595131069	92
PF2341066	PF2341066	Crizotinib	0.540383266091452	-0.577841432789624	105	0.820117410624204	92
PHA-665752	PHA.665752	PHA-665752	0.322053963548082	-0.237962191105056	105	0.843044689414887	92
PLX4720	PLX4720	PLX-4720	0.521233431474875	-0.525193424111984	336	0.82677156993148	92
Sorafenib	Sorafenib	Sorafenib	0.400941561804981	-0.393027620531589	101	0.839248644264826	92
TAE684	TAE684	NVP-TAE684	0.486107452322865	-0.310075877840133	105	0.768267799422476	92
17-AAG	X17.AAG	Tanespimycin	0.506594322959209	-0.22161984683962	297	0.328654701581404	93
AZD0530	AZD0530	Saracatinib	0.556688047765812	-0.562281612628456	105	0.721058229778682	93
Erlotinib	Erlotinib	Erlotinib	0.365744859978835	-0.10318007404433	92	0.771329050912694	93
Lapatinib	Lapatinib	Lapatinib	0.491601925816891	-0.444033661918193	98	0.692919075522573	93
Nilotinib	Nilotinib	Nilotinib	0.750106999953418	-0.518465335783873	228	0.858147005819063	93
Nutlin-3	Nutlin.3	Nutlin-3a (-)	0.27665301118528	-0.286969434458493	298	0.70490493975381	93
Paclitaxel	Paclitaxel	Paclitaxel	0.40406967510035	-0.191860493812061	101	0.469087181832698	93
PD-0325901	PD.0325901	PD0325901	0.635847232950186	-0.576775534225853	294	0.806432968861616	93
PD-0332991	PD.0332991	Palbociclib	0.173693552978551	-0.153160528449011	240	0.267176560348632	93
PF2341066	PF2341066	Crizotinib	0.540383266091452	-0.577841432789624	105	0.825892531744774	93
PHA-665752	PHA.665752	PHA-665752	0.322053963548082	-0.237962191105056	105	0.92461090438542	93
PLX4720	PLX4720	PLX-4720	0.521233431474875	-0.525193424111984	336	0.830699134059999	93
Sorafenib	Sorafenib	Sorafenib	0.400941561804981	-0.393027620531589	101	0.914616631952203	93
TAE684	TAE684	NVP-TAE684	0.486107452322865	-0.310075877840133	105	0.775825273085635	93
17-AAG	X17.AAG	Tanespimycin	0.506594322959209	-0.22161984683962	297	0.311031332331304	94
AZD0530	AZD0530	Saracatinib	0.556688047765812	-0.562281612628456	105	0.740821349586034	94
Erlotinib	Erlotinib	Erlotinib	0.365744859978835	-0.10318007404433	92	0.73891325514926	94
Lapatinib	Lapatinib	Lapatinib	0.491601925816891	-0.444033661918193	98	0.730592236498064	94
Nilotinib	Nilotinib	Nilotinib	0.750106999953418	-0.518465335783873	228	0.836579208549188	94
Nutlin-3	Nutlin.3	Nutlin-3a (-)	0.27665301118528	-0.286969434458493	298	0.611683979673359	94
Paclitaxel	Paclitaxel	Paclitaxel	0.40406967510035	-0.191860493812061	101	0.528693535924702	94
PD-0325901	PD.0325901	PD0325901	0.635847232950186	-0.576775534225853	294	0.814501371404343	94
PD-0332991	PD.0332991	Palbociclib	0.173693552978551	-0.153160528449011	240	0.191454010085782	94
PF2341066	PF2341066	Crizotinib	0.540383266091452	-0.577841432789624	105	0.826415674061277	94
PHA-665752	PHA.665752	PHA-665752	0.322053963548082	-0.237962191105056	105	0.631625913804312	94
PLX4720	PLX4720	PLX-4720	0.521233431474875	-0.525193424111984	336	0.790765942769411	94
Sorafenib	Sorafenib	Sorafenib	0.400941561804981	-0.393027620531589	101	0.974940561666074	94
TAE684	TAE684	NVP-TAE684	0.486107452322865	-0.310075877840133	105	0.803780241772459	94
17-AAG	X17.AAG	Tanespimycin	0.506594322959209	-0.22161984683962	297	0.335256251247239	95
AZD0530	AZD0530	Saracatinib	0.556688047765812	-0.562281612628456	105	0.716519820039638	95
Erlotinib	Erlotinib	Erlotinib	0.365744859978835	-0.10318007404433	92	0.770584874524524	95
Lapatinib	Lapatinib	Lapatinib	0.491601925816891	-0.444033661918193	98	0.701468133244013	95
Nilotinib	Nilotinib	Nilotinib	0.750106999953418	-0.518465335783873	228	0.886640782761209	95
Nutlin-3	Nutlin.3	Nutlin-3a (-)	0.27665301118528	-0.286969434458493	298	0.639987740493844	95
Paclitaxel	Paclitaxel	Paclitaxel	0.40406967510035	-0.191860493812061	101	0.335254232542974	95
PD-0325901	PD.0325901	PD0325901	0.635847232950186	-0.576775534225853	294	0.820973906148285	95
PD-0332991	PD.0332991	Palbociclib	0.173693552978551	-0.153160528449011	240	0.308904856938721	95
PF2341066	PF2341066	Crizotinib	0.540383266091452	-0.577841432789624	105	0.810738496044102	95
PHA-665752	PHA.665752	PHA-665752	0.322053963548082	-0.237962191105056	105	0.884785904729182	95
PLX4720	PLX4720	PLX-4720	0.521233431474875	-0.525193424111984	336	0.822482792255781	95
Sorafenib	Sorafenib	Sorafenib	0.400941561804981	-0.393027620531589	101	0.939787629083049	95
TAE684	TAE684	NVP-TAE684	0.486107452322865	-0.310075877840133	105	0.756662204298665	95
17-AAG	X17.AAG	Tanespimycin	0.506594322959209	-0.22161984683962	297	0.368742776046625	96
AZD0530	AZD0530	Saracatinib	0.556688047765812	-0.562281612628456	105	0.750025162667126	96
Erlotinib	Erlotinib	Erlotinib	0.365744859978835	-0.10318007404433	92	0.789995935030359	96
Lapatinib	Lapatinib	Lapatinib	0.491601925816891	-0.444033661918193	98	0.760430973585878	96
Nilotinib	Nilotinib	Nilotinib	0.750106999953418	-0.518465335783873	228	0.919436971346479	96
Nutlin-3	Nutlin.3	Nutlin-3a (-)	0.27665301118528	-0.286969434458493	298	0.589927373387184	96
Paclitaxel	Paclitaxel	Paclitaxel	0.40406967510035	-0.191860493812061	101	0.567393245104777	96
PD-0325901	PD.0325901	PD0325901	0.635847232950186	-0.576775534225853	294	0.791172686036295	96
PD-0332991	PD.0332991	Palbociclib	0.173693552978551	-0.153160528449011	240	0.16263556547806	96
PF2341066	PF2341066	Crizotinib	0.540383266091452	-0.577841432789624	105	0.893374969198857	96
PHA-665752	PHA.665752	PHA-665752	0.322053963548082	-0.237962191105056	105	0.761172069758175	96
PLX4720	PLX4720	PLX-4720	0.521233431474875	-0.525193424111984	336	0.794340404395185	96
Sorafenib	Sorafenib	Sorafenib	0.400941561804981	-0.393027620531589	101	0.93847269873799	96
TAE684	TAE684	NVP-TAE684	0.486107452322865	-0.310075877840133	105	0.786536255877878	96
17-AAG	X17.AAG	Tanespimycin	0.506594322959209	-0.22161984683962	297	0.378476662904518	97
AZD0530	AZD0530	Saracatinib	0.556688047765812	-0.562281612628456	105	0.802939575259252	97
Erlotinib	Erlotinib	Erlotinib	0.365744859978835	-0.10318007404433	92	0.829384428787414	97
Lapatinib	Lapatinib	Lapatinib	0.491601925816891	-0.444033661918193	98	0.782327947051865	97
Nilotinib	Nilotinib	Nilotinib	0.750106999953418	-0.518465335783873	228	0.897326668633133	97
Nutlin-3	Nutlin.3	Nutlin-3a (-)	0.27665301118528	-0.286969434458493	298	0.760537363108742	97
Paclitaxel	Paclitaxel	Paclitaxel	0.40406967510035	-0.191860493812061	101	0.485352806591657	97
PD-0325901	PD.0325901	PD0325901	0.635847232950186	-0.576775534225853	294	0.79469889038386	97
PD-0332991	PD.0332991	Palbociclib	0.173693552978551	-0.153160528449011	240	0.305872251921689	97
PF2341066	PF2341066	Crizotinib	0.540383266091452	-0.577841432789624	105	0.815592445742609	97
PHA-665752	PHA.665752	PHA-665752	0.322053963548082	-0.237962191105056	105	0.851965151540435	97
PLX4720	PLX4720	PLX-4720	0.521233431474875	-0.525193424111984	336	0.831737283875645	97
Sorafenib	Sorafenib	Sorafenib	0.400941561804981	-0.393027620531589	101	0.946812484316445	97
TAE684	TAE684	NVP-TAE684	0.486107452322865	-0.310075877840133	105	0.753912505141117	97
17-AAG	X17.AAG	Tanespimycin	0.506594322959209	-0.22161984683962	297	0.403665917215342	98
AZD0530	AZD0530	Saracatinib	0.556688047765812	-0.562281612628456	105	0.795778686635244	98
Erlotinib	Erlotinib	Erlotinib	0.365744859978835	-0.10318007404433	92	0.680013029591756	98
Lapatinib	Lapatinib	Lapatinib	0.491601925816891	-0.444033661918193	98	0.73710787892553	98
Nilotinib	Nilotinib	Nilotinib	0.750106999953418	-0.518465335783873	228	0.904504996693568	98
Nutlin-3	Nutlin.3	Nutlin-3a (-)	0.27665301118528	-0.286969434458493	298	0.637803869006544	98
Paclitaxel	Paclitaxel	Paclitaxel	0.40406967510035	-0.191860493812061	101	0.488776976299414	98
PD-0325901	PD.0325901	PD0325901	0.635847232950186	-0.576775534225853	294	0.772556334398096	98
PD-0332991	PD.0332991	Palbociclib	0.173693552978551	-0.153160528449011	240	0.174196506336356	98
PF2341066	PF2341066	Crizotinib	0.540383266091452	-0.577841432789624	105	0.837980328138627	98
PHA-665752	PHA.665752	PHA-665752	0.322053963548082	-0.237962191105056	105	0.903272570507309	98
PLX4720	PLX4720	PLX-4720	0.521233431474875	-0.525193424111984	336	0.823248110772967	98
Sorafenib	Sorafenib	Sorafenib	0.400941561804981	-0.393027620531589	101	0.924608482278887	98
TAE684	TAE684	NVP-TAE684	0.486107452322865	-0.310075877840133	105	0.766506958966738	98
17-AAG	X17.AAG	Tanespimycin	0.506594322959209	-0.22161984683962	297	0.388958419342847	99
AZD0530	AZD0530	Saracatinib	0.556688047765812	-0.562281612628456	105	0.747869320747865	99
Erlotinib	Erlotinib	Erlotinib	0.365744859978835	-0.10318007404433	92	0.510132360583539	99
Lapatinib	Lapatinib	Lapatinib	0.491601925816891	-0.444033661918193	98	0.786024778743439	99
Nilotinib	Nilotinib	Nilotinib	0.750106999953418	-0.518465335783873	228	0.879692203820566	99
Nutlin-3	Nutlin.3	Nutlin-3a (-)	0.27665301118528	-0.286969434458493	298	0.585211595275209	99
Paclitaxel	Paclitaxel	Paclitaxel	0.40406967510035	-0.191860493812061	101	0.276826863865339	99
PD-0325901	PD.0325901	PD0325901	0.635847232950186	-0.576775534225853	294	0.795033265398639	99
PD-0332991	PD.0332991	Palbociclib	0.173693552978551	-0.153160528449011	240	0.265435235634166	99
PF2341066	PF2341066	Crizotinib	0.540383266091452	-0.577841432789624	105	0.836449542366271	99
PHA-665752	PHA.665752	PHA-665752	0.322053963548082	-0.237962191105056	105	0.840574891932328	99
PLX4720	PLX4720	PLX-4720	0.521233431474875	-0.525193424111984	336	0.86210299207503	99
Sorafenib	Sorafenib	Sorafenib	0.400941561804981	-0.393027620531589	101	0.903377043340377	99
TAE684	TAE684	NVP-TAE684	0.486107452322865	-0.310075877840133	105	0.798666472366036	99
17-AAG	X17.AAG	Tanespimycin	0.506594322959209	-0.22161984683962	297	0.408602756330976	100
AZD0530	AZD0530	Saracatinib	0.556688047765812	-0.562281612628456	105	0.68527552289334	100
Erlotinib	Erlotinib	Erlotinib	0.365744859978835	-0.10318007404433	92	0.790369404033261	100
Lapatinib	Lapatinib	Lapatinib	0.491601925816891	-0.444033661918193	98	0.826909372198549	100
Nilotinib	Nilotinib	Nilotinib	0.750106999953418	-0.518465335783873	228	0.878871082681301	100
Nutlin-3	Nutlin.3	Nutlin-3a (-)	0.27665301118528	-0.286969434458493	298	0.835233334840505	100
Paclitaxel	Paclitaxel	Paclitaxel	0.40406967510035	-0.191860493812061	101	0.362782125418553	100
PD-0325901	PD.0325901	PD0325901	0.635847232950186	-0.576775534225853	294	0.829626684930388	100
PD-0332991	PD.0332991	Palbociclib	0.173693552978551	-0.153160528449011	240	0.357532766008101	100
